userId	geneSymbol	geneName	entrezgene	score	gLink
ABCA4	ABCA4	ATP binding cassette subfamily A member 4	24	-0.046660656030236	https://www.ncbi.nlm.nih.gov/gene/?term=24
ABCA5	ABCA5	ATP binding cassette subfamily A member 5	23461	0.19708274173389	https://www.ncbi.nlm.nih.gov/gene/?term=23461
ABCA6	ABCA6	ATP binding cassette subfamily A member 6	23460	0.81578714929854	https://www.ncbi.nlm.nih.gov/gene/?term=23460
ABCA7	ABCA7	ATP binding cassette subfamily A member 7	10347	-0.40190801703111	https://www.ncbi.nlm.nih.gov/gene/?term=10347
ABCA8	ABCA8	ATP binding cassette subfamily A member 8	10351	0.87810943613852	https://www.ncbi.nlm.nih.gov/gene/?term=10351
ABCA9	ABCA9	ATP binding cassette subfamily A member 9	10350	0.83425099870801	https://www.ncbi.nlm.nih.gov/gene/?term=10350
ABCB1	ABCB1	ATP binding cassette subfamily B member 1	5243	0.62778375132489	https://www.ncbi.nlm.nih.gov/gene/?term=5243
ABCB10	ABCB10	ATP binding cassette subfamily B member 10	23456	0.069187522810832	https://www.ncbi.nlm.nih.gov/gene/?term=23456
ABCB11	ABCB11	ATP binding cassette subfamily B member 11	8647	0.25117218784932	https://www.ncbi.nlm.nih.gov/gene/?term=8647
ABCB4	ABCB4	ATP binding cassette subfamily B member 4	5244	0.34362133835178	https://www.ncbi.nlm.nih.gov/gene/?term=5244
ABCB5	ABCB5	ATP binding cassette subfamily B member 5	340273	0.55742989010901	https://www.ncbi.nlm.nih.gov/gene/?term=340273
ABCB6	ABCB6	ATP binding cassette subfamily B member 6 (Langereis blood group)	10058	-0.29888318105292	https://www.ncbi.nlm.nih.gov/gene/?term=10058
ABCB7	ABCB7	ATP binding cassette subfamily B member 7	22	0.20697045174556	https://www.ncbi.nlm.nih.gov/gene/?term=22
ABCB8	ABCB8	ATP binding cassette subfamily B member 8	11194	-0.30538524735385	https://www.ncbi.nlm.nih.gov/gene/?term=11194
ABCB9	ABCB9	ATP binding cassette subfamily B member 9	23457	-0.43956756975875	https://www.ncbi.nlm.nih.gov/gene/?term=23457
ABCC1	ABCC1	ATP binding cassette subfamily C member 1	4363	-0.20413024674952	https://www.ncbi.nlm.nih.gov/gene/?term=4363
ABCC10	ABCC10	ATP binding cassette subfamily C member 10	89845	-0.33431362140644	https://www.ncbi.nlm.nih.gov/gene/?term=89845
ABCC11	ABCC11	ATP binding cassette subfamily C member 11	85320	-0.10080703230624	https://www.ncbi.nlm.nih.gov/gene/?term=85320
ABCC12	ABCC12	ATP binding cassette subfamily C member 12	94160	-0.039360318293879	https://www.ncbi.nlm.nih.gov/gene/?term=94160
ABCC13	ABCC13	ATP binding cassette subfamily C member 13 (pseudogene)	150000	-0.22965500986123	https://www.ncbi.nlm.nih.gov/gene/?term=150000
ABCC2	ABCC2	ATP binding cassette subfamily C member 2	1244	0.08973764352636	https://www.ncbi.nlm.nih.gov/gene/?term=1244
ABCC3	ABCC3	ATP binding cassette subfamily C member 3	8714	-0.22093618534277	https://www.ncbi.nlm.nih.gov/gene/?term=8714
ABCC4	ABCC4	ATP binding cassette subfamily C member 4	10257	0.60187321810745	https://www.ncbi.nlm.nih.gov/gene/?term=10257
ABCC5	ABCC5	ATP binding cassette subfamily C member 5	10057	0.075160117692862	https://www.ncbi.nlm.nih.gov/gene/?term=10057
ABCC6	ABCC6	ATP binding cassette subfamily C member 6	368	0.17891504575144	https://www.ncbi.nlm.nih.gov/gene/?term=368
ABCC6P1	ABCC6P1	ATP binding cassette subfamily C member 6 pseudogene 1	653190	-0.046512592681192	https://www.ncbi.nlm.nih.gov/gene/?term=653190
ABCC6P2	ABCC6P2	ATP binding cassette subfamily C member 6 pseudogene 2	730013	-0.062050150446198	https://www.ncbi.nlm.nih.gov/gene/?term=730013
ABCC8	ABCC8	ATP binding cassette subfamily C member 8	6833	0.27440908828012	https://www.ncbi.nlm.nih.gov/gene/?term=6833
ABCC9	ABCC9	ATP binding cassette subfamily C member 9	10060	0.7615317074293	https://www.ncbi.nlm.nih.gov/gene/?term=10060
ABCD1	ABCD1	ATP binding cassette subfamily D member 1	215	-0.16406233778539	https://www.ncbi.nlm.nih.gov/gene/?term=215
ABCD2	ABCD2	ATP binding cassette subfamily D member 2	225	0.8086852606195	https://www.ncbi.nlm.nih.gov/gene/?term=225
ABCD3	ABCD3	ATP binding cassette subfamily D member 3	5825	0.010316945862994	https://www.ncbi.nlm.nih.gov/gene/?term=5825
ABCD4	ABCD4	ATP binding cassette subfamily D member 4	5826	-0.10127711087138	https://www.ncbi.nlm.nih.gov/gene/?term=5826
ABCE1	ABCE1	ATP binding cassette subfamily E member 1	6059	0.12711054593327	https://www.ncbi.nlm.nih.gov/gene/?term=6059
ABCF1	ABCF1	ATP binding cassette subfamily F member 1	23	0.018883014757238	https://www.ncbi.nlm.nih.gov/gene/?term=23
ABCF2	ABCF2	ATP binding cassette subfamily F member 2	10061	-0.025417212338163	https://www.ncbi.nlm.nih.gov/gene/?term=10061
ABCF3	ABCF3	ATP binding cassette subfamily F member 3	55324	-0.23020029688371	https://www.ncbi.nlm.nih.gov/gene/?term=55324
ABCG1	ABCG1	ATP binding cassette subfamily G member 1	9619	0.011360251028282	https://www.ncbi.nlm.nih.gov/gene/?term=9619
ABCG2	ABCG2	ATP binding cassette subfamily G member 2 (Junior blood group)	9429	0.70318701862742	https://www.ncbi.nlm.nih.gov/gene/?term=9429
ABCG4	ABCG4	ATP binding cassette subfamily G member 4	64137	0.31557994901866	https://www.ncbi.nlm.nih.gov/gene/?term=64137
ABCG5	ABCG5	ATP binding cassette subfamily G member 5	64240	-0.054165596839794	https://www.ncbi.nlm.nih.gov/gene/?term=64240
ABCG8	ABCG8	ATP binding cassette subfamily G member 8	64241	0.013047494802673	https://www.ncbi.nlm.nih.gov/gene/?term=64241
ABHD1	ABHD1	abhydrolase domain containing 1	84696	0.15699495496291	https://www.ncbi.nlm.nih.gov/gene/?term=84696
ABHD10	ABHD10	abhydrolase domain containing 10	55347	0.066508209702813	https://www.ncbi.nlm.nih.gov/gene/?term=55347
ABHD11	ABHD11	abhydrolase domain containing 11	83451	-0.65717587728394	https://www.ncbi.nlm.nih.gov/gene/?term=83451
ABHD12	ABHD12	abhydrolase domain containing 12	26090	-0.21718817059916	https://www.ncbi.nlm.nih.gov/gene/?term=26090
ABHD12B	ABHD12B	abhydrolase domain containing 12B	145447	-0.046143030084527	https://www.ncbi.nlm.nih.gov/gene/?term=145447
ABHD13	ABHD13	abhydrolase domain containing 13	84945	0.41327136272922	https://www.ncbi.nlm.nih.gov/gene/?term=84945
ABHD14A	ABHD14A	abhydrolase domain containing 14A	25864	0.054812995322425	https://www.ncbi.nlm.nih.gov/gene/?term=25864
ABHD14B	ABHD14B	abhydrolase domain containing 14B	84836	-0.1308569534356	https://www.ncbi.nlm.nih.gov/gene/?term=84836
ABHD15	ABHD15	abhydrolase domain containing 15	116236	0.17760596224379	https://www.ncbi.nlm.nih.gov/gene/?term=116236
ABHD2	ABHD2	abhydrolase domain containing 2	11057	-0.055432972533832	https://www.ncbi.nlm.nih.gov/gene/?term=11057
ABHD3	ABHD3	abhydrolase domain containing 3	171586	-0.22088611953779	https://www.ncbi.nlm.nih.gov/gene/?term=171586
ABHD4	ABHD4	abhydrolase domain containing 4	63874	-0.053840614139319	https://www.ncbi.nlm.nih.gov/gene/?term=63874
ABHD5	ABHD5	abhydrolase domain containing 5	51099	0.28322115445789	https://www.ncbi.nlm.nih.gov/gene/?term=51099
ABHD6	ABHD6	abhydrolase domain containing 6	57406	0.32677974844401	https://www.ncbi.nlm.nih.gov/gene/?term=57406
ABHD8	ABHD8	abhydrolase domain containing 8	79575	-0.14990286625364	https://www.ncbi.nlm.nih.gov/gene/?term=79575
ABI1	ABI1	abl interactor 1	10006	-0.045382682319004	https://www.ncbi.nlm.nih.gov/gene/?term=10006
ABI2	ABI2	abl interactor 2	10152	0.26158487614913	https://www.ncbi.nlm.nih.gov/gene/?term=10152
ABI3	ABI3	ABI family member 3	51225	0.57451285731552	https://www.ncbi.nlm.nih.gov/gene/?term=51225
ABI3BP	ABI3BP	ABI family member 3 binding protein	25890	0.82415279944251	https://www.ncbi.nlm.nih.gov/gene/?term=25890
ABL1	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase	25	0.55392682676332	https://www.ncbi.nlm.nih.gov/gene/?term=25
ABL2	ABL2	ABL proto-oncogene 2, non-receptor tyrosine kinase	27	0.61695451771245	https://www.ncbi.nlm.nih.gov/gene/?term=27
ABLIM1	ABLIM1	actin binding LIM protein 1	3983	0.093322061417598	https://www.ncbi.nlm.nih.gov/gene/?term=3983
ABLIM2	ABLIM2	actin binding LIM protein family member 2	84448	-0.012036558613164	https://www.ncbi.nlm.nih.gov/gene/?term=84448
ABLIM3	ABLIM3	actin binding LIM protein family member 3	22885	-0.17449625032881	https://www.ncbi.nlm.nih.gov/gene/?term=22885
ABO	ABO	ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase	28	-0.2013559570406	https://www.ncbi.nlm.nih.gov/gene/?term=28
ABR	ABR	ABR, RhoGEF and GTPase activating protein	29	-0.18642056368709	https://www.ncbi.nlm.nih.gov/gene/?term=29
ABRA	ABRA	actin binding Rho activating protein	137735	0.48844244033147	https://www.ncbi.nlm.nih.gov/gene/?term=137735
ABT1	ABT1	activator of basal transcription 1	29777	-0.032934272842053	https://www.ncbi.nlm.nih.gov/gene/?term=29777
ABTB1	ABTB1	ankyrin repeat and BTB domain containing 1	80325	-0.30713179855362	https://www.ncbi.nlm.nih.gov/gene/?term=80325
ABTB2	ABTB2	ankyrin repeat and BTB domain containing 2	25841	-0.18956910521142	https://www.ncbi.nlm.nih.gov/gene/?term=25841
ACAA1	ACAA1	acetyl-CoA acyltransferase 1	30	-0.25509113902126	https://www.ncbi.nlm.nih.gov/gene/?term=30
ACAA2	ACAA2	acetyl-CoA acyltransferase 2	10449	0.15797720780466	https://www.ncbi.nlm.nih.gov/gene/?term=10449
ACACA	ACACA	acetyl-CoA carboxylase alpha	31	-0.040232522408623	https://www.ncbi.nlm.nih.gov/gene/?term=31
ACACB	ACACB	acetyl-CoA carboxylase beta	32	0.56058402153114	https://www.ncbi.nlm.nih.gov/gene/?term=32
ACAD10	ACAD10	acyl-CoA dehydrogenase family member 10	80724	-0.061476464001224	https://www.ncbi.nlm.nih.gov/gene/?term=80724
ACAD11	ACAD11	acyl-CoA dehydrogenase family member 11	84129	0.044600322177942	https://www.ncbi.nlm.nih.gov/gene/?term=84129
ACAD8	ACAD8	acyl-CoA dehydrogenase family member 8	27034	-0.1209176930735	https://www.ncbi.nlm.nih.gov/gene/?term=27034
ACAD9	ACAD9	acyl-CoA dehydrogenase family member 9	28976	-0.31066599959908	https://www.ncbi.nlm.nih.gov/gene/?term=28976
ACADL	ACADL	acyl-CoA dehydrogenase long chain	33	0.36699368542563	https://www.ncbi.nlm.nih.gov/gene/?term=33
ACADM	ACADM	acyl-CoA dehydrogenase medium chain	34	0.4316751243698	https://www.ncbi.nlm.nih.gov/gene/?term=34
ACADS	ACADS	acyl-CoA dehydrogenase short chain	35	-0.23739456902634	https://www.ncbi.nlm.nih.gov/gene/?term=35
ACADSB	ACADSB	acyl-CoA dehydrogenase short/branched chain	36	0.42440164565374	https://www.ncbi.nlm.nih.gov/gene/?term=36
ACADVL	ACADVL	acyl-CoA dehydrogenase very long chain	37	-0.27590739149747	https://www.ncbi.nlm.nih.gov/gene/?term=37
ACAN	ACAN	aggrecan	176	0.25141319789859	https://www.ncbi.nlm.nih.gov/gene/?term=176
ACAP1	ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	9744	0.53083346738984	https://www.ncbi.nlm.nih.gov/gene/?term=9744
ACAP2	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	23527	0.38602835728613	https://www.ncbi.nlm.nih.gov/gene/?term=23527
ACAP3	ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	116983	-0.25191846295977	https://www.ncbi.nlm.nih.gov/gene/?term=116983
ACAT1	ACAT1	acetyl-CoA acetyltransferase 1	38	0.49792512510499	https://www.ncbi.nlm.nih.gov/gene/?term=38
ACAT2	ACAT2	acetyl-CoA acetyltransferase 2	39	-0.14683510421887	https://www.ncbi.nlm.nih.gov/gene/?term=39
ACBD3	ACBD3	acyl-CoA binding domain containing 3	64746	0.086966263369641	https://www.ncbi.nlm.nih.gov/gene/?term=64746
ACBD4	ACBD4	acyl-CoA binding domain containing 4	79777	-0.26872163341773	https://www.ncbi.nlm.nih.gov/gene/?term=79777
ACBD5	ACBD5	acyl-CoA binding domain containing 5	91452	-0.072024877101841	https://www.ncbi.nlm.nih.gov/gene/?term=91452
ACBD6	ACBD6	acyl-CoA binding domain containing 6	84320	-0.4229212265976	https://www.ncbi.nlm.nih.gov/gene/?term=84320
ACBD7	ACBD7	acyl-CoA binding domain containing 7	414149	-0.34232565471246	https://www.ncbi.nlm.nih.gov/gene/?term=414149
ACCS	ACCS	1-aminocyclopropane-1-carboxylate synthase homolog (inactive)	84680	-0.13577561992072	https://www.ncbi.nlm.nih.gov/gene/?term=84680
ACCSL	ACCSL	1-aminocyclopropane-1-carboxylate synthase homolog (inactive) like	390110	0.076863591311568	https://www.ncbi.nlm.nih.gov/gene/?term=390110
ACD	ACD	ACD, shelterin complex subunit and telomerase recruitment factor	65057	-0.46283164315132	https://www.ncbi.nlm.nih.gov/gene/?term=65057
ACE	ACE	angiotensin I converting enzyme	1636	0.11462332418266	https://www.ncbi.nlm.nih.gov/gene/?term=1636
ACE2	ACE2	angiotensin I converting enzyme 2	59272	0.24806712693456	https://www.ncbi.nlm.nih.gov/gene/?term=59272
ACER1	ACER1	alkaline ceramidase 1	125981	0.38725963213598	https://www.ncbi.nlm.nih.gov/gene/?term=125981
ACER2	ACER2	alkaline ceramidase 2	340485	0.119751996846	https://www.ncbi.nlm.nih.gov/gene/?term=340485
ACER3	ACER3	alkaline ceramidase 3	55331	0.31062506197171	https://www.ncbi.nlm.nih.gov/gene/?term=55331
ACHE	ACHE	acetylcholinesterase (Cartwright blood group)	43	-0.066435746082614	https://www.ncbi.nlm.nih.gov/gene/?term=43
ACIN1	ACIN1	apoptotic chromatin condensation inducer 1	22985	-0.13258494205648	https://www.ncbi.nlm.nih.gov/gene/?term=22985
ACLY	ACLY	ATP citrate lyase	47	0.43001853211998	https://www.ncbi.nlm.nih.gov/gene/?term=47
ACMSD	ACMSD	aminocarboxymuconate semialdehyde decarboxylase	130013	0.066727447031139	https://www.ncbi.nlm.nih.gov/gene/?term=130013
ACO1	ACO1	aconitase 1	48	0.35463802138648	https://www.ncbi.nlm.nih.gov/gene/?term=48
ACO2	ACO2	aconitase 2	50	-0.076831915957769	https://www.ncbi.nlm.nih.gov/gene/?term=50
ACOT1	ACOT1	acyl-CoA thioesterase 1	641371	0.20591741225346	https://www.ncbi.nlm.nih.gov/gene/?term=641371
ACOT11	ACOT11	acyl-CoA thioesterase 11	26027	-0.47432853025952	https://www.ncbi.nlm.nih.gov/gene/?term=26027
ACOT12	ACOT12	acyl-CoA thioesterase 12	134526	0.21060797425048	https://www.ncbi.nlm.nih.gov/gene/?term=134526
ACOT13	ACOT13	acyl-CoA thioesterase 13	55856	0.039054723096906	https://www.ncbi.nlm.nih.gov/gene/?term=55856
ACOT2	ACOT2	acyl-CoA thioesterase 2	10965	0.20773286429455	https://www.ncbi.nlm.nih.gov/gene/?term=10965
ACOT4	ACOT4	acyl-CoA thioesterase 4	122970	-0.27343585790513	https://www.ncbi.nlm.nih.gov/gene/?term=122970
ACOT6	ACOT6	acyl-CoA thioesterase 6	641372	0.18722000211012	https://www.ncbi.nlm.nih.gov/gene/?term=641372
ACOT7	ACOT7	acyl-CoA thioesterase 7	11332	-0.30138921426814	https://www.ncbi.nlm.nih.gov/gene/?term=11332
ACOT8	ACOT8	acyl-CoA thioesterase 8	10005	-0.57427418352813	https://www.ncbi.nlm.nih.gov/gene/?term=10005
ACOT9	ACOT9	acyl-CoA thioesterase 9	23597	-0.11225430947688	https://www.ncbi.nlm.nih.gov/gene/?term=23597
ACOX1	ACOX1	acyl-CoA oxidase 1	51	-0.12923345263768	https://www.ncbi.nlm.nih.gov/gene/?term=51
ACOX2	ACOX2	acyl-CoA oxidase 2	8309	0.42952218557872	https://www.ncbi.nlm.nih.gov/gene/?term=8309
ACOX3	ACOX3	acyl-CoA oxidase 3, pristanoyl	8310	0.15822102248412	https://www.ncbi.nlm.nih.gov/gene/?term=8310
ACOXL	ACOXL	acyl-CoA oxidase like	55289	0.059253878749428	https://www.ncbi.nlm.nih.gov/gene/?term=55289
ACP1	ACP1	acid phosphatase 1	52	-0.2787432018865	https://www.ncbi.nlm.nih.gov/gene/?term=52
ACP2	ACP2	acid phosphatase 2, lysosomal	53	-0.079748806492923	https://www.ncbi.nlm.nih.gov/gene/?term=53
ACP5	ACP5	acid phosphatase 5, tartrate resistant	54	0.17693958939216	https://www.ncbi.nlm.nih.gov/gene/?term=54
ACP6	ACP6	acid phosphatase 6, lysophosphatidic	51205	-0.48889187464311	https://www.ncbi.nlm.nih.gov/gene/?term=51205
ACPP	ACPP	acid phosphatase, prostate	55	0.27180151901901	https://www.ncbi.nlm.nih.gov/gene/?term=55
ACR	ACR	acrosin	49	0.31811637265665	https://www.ncbi.nlm.nih.gov/gene/?term=49
ACRBP	ACRBP	acrosin binding protein	84519	0.46336642801319	https://www.ncbi.nlm.nih.gov/gene/?term=84519
ACRV1	ACRV1	acrosomal vesicle protein 1	56	-0.29994414404304	https://www.ncbi.nlm.nih.gov/gene/?term=56
ACSBG1	ACSBG1	acyl-CoA synthetase bubblegum family member 1	23205	0.35573304339923	https://www.ncbi.nlm.nih.gov/gene/?term=23205
ACSBG2	ACSBG2	acyl-CoA synthetase bubblegum family member 2	81616	0.0089224166831587	https://www.ncbi.nlm.nih.gov/gene/?term=81616
ACSF2	ACSF2	acyl-CoA synthetase family member 2	80221	-0.098399541322607	https://www.ncbi.nlm.nih.gov/gene/?term=80221
ACSF3	ACSF3	acyl-CoA synthetase family member 3	197322	-0.24211794558999	https://www.ncbi.nlm.nih.gov/gene/?term=197322
ACSL1	ACSL1	acyl-CoA synthetase long chain family member 1	2180	0.4097844851704	https://www.ncbi.nlm.nih.gov/gene/?term=2180
ACSL3	ACSL3	acyl-CoA synthetase long chain family member 3	2181	-0.065754003312848	https://www.ncbi.nlm.nih.gov/gene/?term=2181
ACSL4	ACSL4	acyl-CoA synthetase long chain family member 4	2182	0.44686871468951	https://www.ncbi.nlm.nih.gov/gene/?term=2182
ACSL5	ACSL5	acyl-CoA synthetase long chain family member 5	51703	-0.18696031036685	https://www.ncbi.nlm.nih.gov/gene/?term=51703
ACSL6	ACSL6	acyl-CoA synthetase long chain family member 6	23305	0.5259993256065	https://www.ncbi.nlm.nih.gov/gene/?term=23305
ACSM1	ACSM1	acyl-CoA synthetase medium chain family member 1	116285	-0.17727103937303	https://www.ncbi.nlm.nih.gov/gene/?term=116285
ACSM2A	ACSM2A	acyl-CoA synthetase medium chain family member 2A	123876	0.22946533477865	https://www.ncbi.nlm.nih.gov/gene/?term=123876
ACSM2B	ACSM2B	acyl-CoA synthetase medium chain family member 2B	348158	0.083611930876049	https://www.ncbi.nlm.nih.gov/gene/?term=348158
ACSM3	ACSM3	acyl-CoA synthetase medium chain family member 3	6296	0.050669095775981	https://www.ncbi.nlm.nih.gov/gene/?term=6296
ACSM4	ACSM4	acyl-CoA synthetase medium chain family member 4	341392	0.0039203093667367	https://www.ncbi.nlm.nih.gov/gene/?term=341392
ACSM5	ACSM5	acyl-CoA synthetase medium chain family member 5	54988	0.81081323978783	https://www.ncbi.nlm.nih.gov/gene/?term=54988
ACSS1	ACSS1	acyl-CoA synthetase short chain family member 1	84532	0.19970911427471	https://www.ncbi.nlm.nih.gov/gene/?term=84532
ACSS2	ACSS2	acyl-CoA synthetase short chain family member 2	55902	-0.1907222091797	https://www.ncbi.nlm.nih.gov/gene/?term=55902
ACSS3	ACSS3	acyl-CoA synthetase short chain family member 3	79611	0.76341666972262	https://www.ncbi.nlm.nih.gov/gene/?term=79611
ACTA1	ACTA1	actin alpha 1, skeletal muscle	58	-0.0068502745510863	https://www.ncbi.nlm.nih.gov/gene/?term=58
ACTA2	ACTA2	actin alpha 2, smooth muscle	59	0.47686702378974	https://www.ncbi.nlm.nih.gov/gene/?term=59
ACTB	ACTB	actin beta	60	-0.29651331777033	https://www.ncbi.nlm.nih.gov/gene/?term=60
ACTBL2	ACTBL2	actin beta like 2	345651	-0.050466789614098	https://www.ncbi.nlm.nih.gov/gene/?term=345651
ACTC1	ACTC1	actin alpha cardiac muscle 1	70	0.43744564783721	https://www.ncbi.nlm.nih.gov/gene/?term=70
ACTG1	ACTG1	actin gamma 1	71	-0.37885556267495	https://www.ncbi.nlm.nih.gov/gene/?term=71
ACTG2	ACTG2	actin gamma 2, smooth muscle	72	0.16713691545814	https://www.ncbi.nlm.nih.gov/gene/?term=72
ACTL6A	ACTL6A	actin like 6A	86	-0.45305190325923	https://www.ncbi.nlm.nih.gov/gene/?term=86
ACTL6B	ACTL6B	actin like 6B	51412	0.27124220692932	https://www.ncbi.nlm.nih.gov/gene/?term=51412
ACTL7A	ACTL7A	actin like 7A	10881	0.15995790082305	https://www.ncbi.nlm.nih.gov/gene/?term=10881
ACTL7B	ACTL7B	actin like 7B	10880	-0.10278028966118	https://www.ncbi.nlm.nih.gov/gene/?term=10880
ACTL8	ACTL8	actin like 8	81569	-0.036362067432191	https://www.ncbi.nlm.nih.gov/gene/?term=81569
ACTL9	ACTL9	actin like 9	284382	0.061301137861379	https://www.ncbi.nlm.nih.gov/gene/?term=284382
ACTN1	ACTN1	actinin alpha 1	87	-0.039453282430371	https://www.ncbi.nlm.nih.gov/gene/?term=87
ACTN2	ACTN2	actinin alpha 2	88	0.26206602052446	https://www.ncbi.nlm.nih.gov/gene/?term=88
ACTN3	ACTN3	actinin alpha 3 (gene/pseudogene)	89	0.34127831013173	https://www.ncbi.nlm.nih.gov/gene/?term=89
ACTN4	ACTN4	actinin alpha 4	81	-0.38605251076756	https://www.ncbi.nlm.nih.gov/gene/?term=81
ACTR10	ACTR10	actin related protein 10	55860	0.16955676899	https://www.ncbi.nlm.nih.gov/gene/?term=55860
ACTR1A	ACTR1A	actin related protein 1A	10121	-0.016082960764339	https://www.ncbi.nlm.nih.gov/gene/?term=10121
ACTR1B	ACTR1B	actin related protein 1B	10120	-0.33314403956648	https://www.ncbi.nlm.nih.gov/gene/?term=10120
ACTR2	ACTR2	actin related protein 2	10097	0.26345063554824	https://www.ncbi.nlm.nih.gov/gene/?term=10097
ACTR3	ACTR3	actin related protein 3	10096	0.015900881041725	https://www.ncbi.nlm.nih.gov/gene/?term=10096
ACTR3B	ACTR3B	actin related protein 3B	57180	0.18343121742158	https://www.ncbi.nlm.nih.gov/gene/?term=57180
