Query	Statistic	P-value	FDR (BH)	Event_SD	Event_TD
ABCC3	-0.53222906502689	1.69874128340138e-08	1.55869056242433e-07	98	98
ABCC4	0.64119066645864	1.1419414175763e-12	3.03675845903363e-11	98	98
ABCC5	0.248515009123157	0.013607992745226	0.0273731737351513	98	98
ABCC6P1	-0.153195884703531	0.13206501516314	0.194334577084044	98	94
ABCC6P2	0.00148025712321068	0.988458374600316	0.992153829959623	98	98
ABCC6	0.0537430392255646	0.599178120877535	0.680449733175998	98	98
ABCC8	0.52948445746659	2.07400089341766e-08	1.85608874475309e-07	98	98
ABCC9	0.756656855616736	2.04651803691458e-19	3.90416093465121e-17	98	98
ABCD1	-0.197075043589535	0.0517711195273383	0.0871702896577581	98	98
ABCD2	0.652881055633852	3.21824077852547e-13	1.01405628646818e-11	98	96
ABCD3	0.165951285429454	0.102447857965681	0.157037038031392	98	98
ABCD4	-0.0594547092253676	0.560880154881766	0.646172710764621	98	98
ABCE1	0.102653831746897	0.314491303961624	0.404337120594586	98	98
ABCF1	-0.0967128485847996	0.343461818587519	0.434487070450964	98	98
ABCF2	0.0125415305676138	0.902450269136545	0.927630084691202	98	98
ABCF3	0.0709414828481417	0.487588505007857	0.577975511651686	98	98
ABCG1	0.0460689520836533	0.652388062547251	0.728099404240281	98	98
ABCG2	0.420422271440138	1.63202862378608e-05	7.10644945513963e-05	98	98
ABCG4	0.372769042886747	0.000156783699964879	0.000531995106580968	98	98
ABCG5	-0.0632813123414627	0.535892525118174	0.623683276837388	98	93
ABCG8	-0.119099546251412	0.242782308405378	0.325821039608122	98	76
ABHD10	0.0777436800422659	0.4467161365019	0.538162413538865	98	98
ABHD11	-0.733845941790337	8.30312821667552e-18	8.64150511020762e-16	98	98
ABHD12B	0.386280800500787	8.54616254378606e-05	0.000310813953049725	98	84
ABHD12	-0.108011188993223	0.289764777037637	0.377474234972459	98	98
ABHD13	0.567849149949023	1.07566160437733e-09	1.34498528583447e-08	98	98
ABHD14A	0.194163398742981	0.0553992920242142	0.0924061133921782	98	98
ABHD14B	-0.370704350759213	0.000171619155703238	0.000576545051873118	98	98
ABHD15	0.600579827160835	6.27365092444774e-11	1.06456523349135e-09	98	98
ABHD1	0.107934547557947	0.290109163654655	0.377797308868278	98	97
ABHD2	-0.102259622287519	0.316363142210277	0.406290624741446	98	98
ABHD3	-0.294017856963803	0.00329777409095949	0.00789266997297779	98	98
ABHD4	-0.283721650385198	0.00463901197622142	0.0106776272133839	98	98
ABHD5	-0.000147323193564495	0.998851275985705	0.999055175199991	98	98
ABHD6	0.422905007713007	1.43657134575536e-05	6.32562610771947e-05	98	98
ABHD8	0.10258653876706	0.314810325155407	0.404667643649297	98	98
ABI1	-0.160005390495199	0.115532035323212	0.17376351471872	98	98
ABI2	0.671157453494428	3.96146475331777e-14	1.66254277730782e-12	98	98
ABI3BP	0.360050735150865	0.000271039622994362	0.000868274856336467	98	98
ABI3	0.373468110330806	0.000152036155635025	0.000517861974166345	98	98
ABL1	0.471618135439119	9.49335624586097e-07	5.6450330419487e-06	98	98
ABL2	0.448596735150341	3.61168336251029e-06	1.86375413959555e-05	98	98
ABLIM1	0.116314571276558	0.254053957418436	0.338514073794542	98	98
ABLIM2	0.193723018751863	0.0559657801441159	0.0931631305742036	98	98
ABLIM3	-0.15760144908423	0.121175217244153	0.180876853219205	98	98
ABO	-0.372217542632702	0.000160625573667628	0.00054371340558063	98	97
ABP1	-0.667910338302332	5.80978912238631e-14	2.35110988601497e-12	98	98
ABRA	0.226716042271555	0.0247748988490483	0.0462353116113596	98	68
ABR	0.381871423335746	0.000104480750605171	0.000372041829780296	98	98
ABT1	-0.0800354822970853	0.433390539779353	0.524970407239527	98	98
ABTB1	-0.240658111350162	0.0169855199833511	0.0332599866274052	98	98
ABTB2	-0.236532995799506	0.0190325870133782	0.036765195434181	98	98
ACAA1	-0.488311805490756	3.38355009968056e-07	2.22158118605157e-06	98	98
ACAA2	0.293299618140301	0.00337857816097678	0.00806734324768323	98	98
ACACA	0.17067039223468	0.0929136607413666	0.144605323343925	98	98
ACACB	0.592927959318295	1.25452442325276e-10	1.96856878873745e-09	98	98
ACAD10	-0.0443262194723016	0.664731351014348	0.738678332399513	98	98
ACAD11	0.280690851115099	0.00511722947445394	0.0116294736166307	98	98
ACAD8	0.13141150658192	0.197113999463695	0.273426093530254	98	98
ACAD9	-0.268567424481493	0.00749785780756251	0.0162763211933413	98	98
ACADL	0.0993896252473437	0.330207244809575	0.420761445356145	98	95
ACADM	0.467021936794404	1.2493220118599e-06	7.21008896067204e-06	98	98
ACADSB	0.402786470705957	3.92577186378644e-05	0.000155154673842207	98	98
ACADS	-0.326397299432132	0.00103796301956889	0.00284836701491607	98	98
ACADVL	-0.175967363466532	0.0830621009379851	0.13120036398159	98	98
ACAN	0.137216705555891	0.17787401215733	0.250802357141835	98	98
ACAP1	0.208226862272524	0.0396378444395395	0.0691650741782884	98	98
ACAP2	0.367453673620445	0.000197630542494971	0.000654837024912752	98	98
ACAP3	-0.0395994246105878	0.698655200937098	0.766639229783673	98	98
ACAT1	0.463251289461628	1.56035028965602e-06	8.79288388388497e-06	98	98
ACAT2	-0.156188313435609	0.124590192648	0.185142405467295	98	98
ACBD3	-0.160434855652524	0.114545645881647	0.172490356282623	98	98
ACBD4	-0.135663334542682	0.182881931101396	0.256553071910118	98	98
ACBD5	-0.170697230835727	0.0928615156867539	0.144548244101064	98	98
ACBD6	-0.35846059101045	0.000289780167177617	0.000921681515175935	98	98
ACBD7	-0.14812370119772	0.145509240744173	0.211231435400714	98	98
ACCN1	0.29559730323712	0.00312614517730992	0.00754176751970669	98	92
ACCN2	0.364025516856252	0.000228976291434719	0.000747079463264368	98	98
ACCN3	0.0788199459269323	0.440429852713841	0.531951974076451	98	98
ACCN4	0.0738329447286616	0.46997614956875	0.561000216541685	98	91
ACCN5	0.0668549771919606	0.513065945005392	0.602888629783601	98	8
ACCSL	0.230813467606462	0.0222198889435203	0.0420801626634511	98	5
ACCS	-0.175791371046353	0.0833754699052785	0.131621090187157	98	98
ACD	-0.1503988553102	0.139356491313097	0.203444906759433	98	98
ACE2	0.133733085719031	0.189247206751096	0.264083731229243	98	98
ACER1	0.324721302207362	0.00110547622562017	0.00301422211267802	98	46
ACER2	-0.0734945628283861	0.472019243716461	0.562821996568651	98	98
ACER3	-0.11188352885765	0.272716873552444	0.359097015581113	98	98
ACE	-0.00365236650226388	0.971527321893646	0.980078442546508	98	98
ACHE	-0.14836147144027	0.144856813283829	0.210393410667687	98	98
ACIN1	-0.0195071189037377	0.848799008987626	0.886240039270603	98	98
ACLY	0.449823284667423	3.37168003029677e-06	1.75004123182697e-05	98	98
ACMSD	0.351579827205277	0.000385461939569738	0.0011837457601582	98	93
ACN9	-0.218661708043133	0.0305322805727946	0.0552898611241063	98	98
ACO1	0.00777550027902583	0.939429402592343	0.955617213962077	98	98
ACO2	-0.124380091120717	0.222371395521865	0.302320822754789	98	98
ACOT11	-0.521422866530911	3.68986375164673e-08	3.13470479707517e-07	98	98
ACOT12	0.143060137967173	0.159934503588187	0.229017047988959	98	24
ACOT13	0.0447196293790004	0.661936958310469	0.736408153824538	98	98
ACOT1	0.22373177502128	0.0267897992068933	0.0494313745878882	98	98
ACOT2	0.182778238724169	0.0716392340841046	0.115266180840191	98	98
ACOT4	-0.438204090323821	6.39954428948863e-06	3.09003864325419e-05	98	98
ACOT6	0.0642802436622851	0.529461579725158	0.617905996671791	98	75
ACOT7	-0.248273984385913	0.0137021971750318	0.0275406996650034	98	98
ACOT8	-0.404645599974658	3.58708721559934e-05	0.000143125656226652	98	98
ACOT9	-0.441882027193293	5.23791957989666e-06	2.58454143621336e-05	98	98
ACOX1	0.0459307435761268	0.653363596848932	0.728964004476345	98	98
ACOX2	0.610032669988609	2.59749428668907e-11	4.85303055527351e-10	98	98
ACOX3	-0.301585907535964	0.00254584445683959	0.00630796529830582	98	98
ACOXL	0.338269390322633	0.000657435368488402	0.00189737531836316	98	96
ACP1	-0.219552145500001	0.0298447030661977	0.0542150649174537	98	98
ACP2	0.0982052994694695	0.336030934227524	0.426933118107431	98	98
ACP5	-0.0611361721499328	0.549832107581448	0.636625478613387	98	98
ACP6	-0.58345037592938	2.88722586691173e-10	4.18540974597655e-09	98	98
ACPL2	0.231499383179264	0.0218150087634372	0.0414054190155535	98	98
ACPP	-0.273758819919824	0.0063793812707277	0.0141100884239919	98	97
ACPT	-0.0300106626657049	0.769258737078113	0.825849144828765	98	17
ACRBP	0.221032864340233	0.0287303380237745	0.052443503299614	98	98
ACRC	0.0246309110209588	0.809755421360606	0.85674781382242	98	98
ACRV1	-0.0845589245132702	0.407764322260465	0.498955669100509	98	73
ACR	0.523196471029739	3.2547803327494e-08	2.79905395969967e-07	98	86
ACSBG1	0.315135000063052	0.00157448983541375	0.00413540957977406	98	98
ACSBG2	0.0666874406357753	0.514124825073243	0.603879446638529	98	74
ACSF2	-0.328537010142299	0.000957232122750594	0.00264571885119009	98	98
ACSF3	-0.274789863733059	0.00617572438840652	0.0137200206629312	98	98
ACSL1	0.489078102582527	3.2227779450942e-07	2.13173219527172e-06	98	98
ACSL3	-0.279857251101586	0.00525622669292324	0.0119149649496418	98	98
ACSL4	0.0157969910036903	0.877305885586967	0.908406490470148	98	98
ACSL5	-0.512989184729575	6.63584159200856e-08	5.25823376633636e-07	98	98
ACSL6	0.621131568116744	8.88006072646841e-12	1.84952508159463e-10	98	98
ACSM1	-0.199763816924549	0.0485966770186709	0.0825094896979914	98	97
ACSM2A	0.00598302023106939	0.953374694659949	0.966105053724798	98	52
ACSM2B	0.00651494203486525	0.949234746116359	0.963491210789504	98	50
ACSM3	-0.0357575507576804	0.726675149631047	0.790437687735536	98	98
ACSM4	-0.121995658833185	0.231432990064408	0.312988652073446	98	10
ACSM5	0.600655629871723	6.23015773066274e-11	1.05810105167469e-09	98	95
ACSS1	-0.355116315867536	0.000333153025698126	0.00104121609801588	98	98
ACSS2	-0.50025497147673	1.56288514487719e-07	1.12613918950177e-06	98	98
ACSS3	0.399410174237149	4.61840678283303e-05	0.000179488706200168	98	98
ACTA1	0.223193374036858	0.027167760511983	0.0499963322323337	98	91
ACTA2	0.190423729627772	0.0603625560124494	0.0993822022251341	98	98
ACTBL2	-0.0180433802532667	0.860024570915686	0.894615495625556	98	93
ACTB	-0.313113287588698	0.00169393920094682	0.00439845182821365	98	98
ACTC1	0.481043984585959	5.33771020589597e-07	3.34658053997906e-06	98	97
ACTG1	-0.211957910193917	0.036151157615013	0.0639406676379965	98	98
ACTG2	-0.00795152752393298	0.938060847262535	0.954819763463953	98	98
ACTL6A	-0.337455910083353	0.000678726927503537	0.00195163865201611	98	98
ACTL6B	0.561266271080619	1.83605834744943e-09	2.1560759467742e-08	98	82
ACTL7A	-0.114466367115206	0.261729120766319	0.347082622365	98	3
ACTL7B	-0.198567844843498	0.0499882287049218	0.0845971241160316	98	30
ACTL8	-0.0768863894612198	0.451759171248263	0.542992027308641	98	48
ACTL9	-0.103661116733289	0.309741002220897	0.399224904809112	98	6
ACTN1	0.0564030504657317	0.581197052640314	0.664501285421626	98	98
ACTN2	0.127974959281972	0.209187257822598	0.28720567888372	98	97
ACTN3	0.291980626690032	0.00353160228667862	0.008392854761321	98	83
ACTN4	-0.463670349590263	1.52247031299659e-06	8.60902933191577e-06	98	98
ACTR10	0.314537223884775	0.00160898797279822	0.00421528609529104	98	98
ACTR1A	0.197874767867871	0.0508095845398054	0.0857723555035009	98	98
ACTR1B	-0.258785487798088	0.0100831602857174	0.0210301009300602	98	98
ACTR2	0.0612436455829675	0.549129559128548	0.635999895364639	98	98
ACTR3B	0.112658151153828	0.269389407342076	0.35551565514089	98	98
ACTR3C	-0.0187524223848788	0.854583232833722	0.890287395965987	98	98
ACTR3	-0.180683767273786	0.0750084421388144	0.119978001916153	98	98
ACTR5	-0.349929472951865	0.000412370768296299	0.00125908314189736	98	98
ACTR6	0.460394774587811	1.8433194754675e-06	1.01755193022073e-05	98	98
ACTR8	0.291219232708245	0.00362273470412526	0.00858777781502739	98	98
ACTRT1	-0.0218700998748685	0.830741522304619	0.872779581648257	98	11
ACVR1B	-0.208136049537357	0.0397260934265974	0.0692943845735033	98	98
ACVR1C	0.50588830662545	1.07452432646189e-07	8.06881313192592e-07	98	98
ACVR1	0.185325357178067	0.0677075013908133	0.109832752835503	98	98
ACVR2A	0.407962537337098	3.0496811151151e-05	0.000124031334665161	98	98
ACVR2B	0.143911311493769	0.15743798047779	0.226086384773169	98	98
ACVRL1	0.492081624989505	2.65989477509645e-07	1.79825035174596e-06	98	98
ACY1	-0.739926558982758	3.21356338959426e-18	4.00479541756392e-16	98	98
ACY3	-0.53026243535596	1.96027338990739e-08	1.77129544346681e-07	98	98
ACYP1	-0.142644992684416	0.161162776154644	0.23035510865336	98	98
ACYP2	0.30680193883796	0.00212147854524047	0.00536847747038967	98	98
ADAD2	0.0563080551233456	0.58183490021936	0.665114156278754	98	87
ADAL	0.493386210914325	2.44571278091047e-07	1.6672530362805e-06	98	98
ADAM10	0.132021193797077	0.195025591964324	0.270945764744833	98	98
ADAM11	0.210078979090019	0.0378734378990519	0.0665783038284617	98	96
ADAM12	0.190244045531072	0.0606098811429153	0.0997295453571264	98	98
ADAM15	-0.6292586586628	3.93780613982745e-12	9.15504893647427e-11	98	98
ADAM17	0.217483610235857	0.031462522476788	0.0567750647290828	98	98
ADAM18	-0.0342968180677911	0.737426264728547	0.799214898669563	98	12
ADAM19	0.152050966614275	0.135013676947067	0.197998744255329	98	98
ADAM20	0.0392581436440552	0.70112862789313	0.768492812375004	98	87
ADAM21P1	0.133644539863669	0.189543007186266	0.264458845151537	98	68
ADAM21	0.277475117510773	0.00567211299234078	0.0127310745003306	98	95
ADAM22	0.634882135617231	2.21198057253295e-12	5.494627026752e-11	98	98
ADAM23	0.526505524925725	2.57053570843906e-08	2.26324929693159e-07	98	98
ADAM28	-0.34431591197132	0.000517351626332774	0.0015367648566984	98	98
ADAM29	0.474841116745102	7.81185223130489e-07	4.7312883770502e-06	98	61
ADAM2	-0.0854060433606092	0.403066041199201	0.494468622487202	98	4
ADAM32	0.0653184764382781	0.522818806286325	0.611964033946827	98	98
ADAM33	0.213505565471513	0.034782341236084	0.0618209037712897	98	97
ADAM6	0.0505836783118946	0.620850898096483	0.699836472755103	98	98
ADAM7	0.133856513406845	0.188835437451312	0.263659310294811	98	3
ADAM8	-0.480523691391751	5.5125670529197e-07	3.44517862468665e-06	98	98
ADAM9	-0.118373979496051	0.245684993026395	0.329243644598378	98	98
ADAMDEC1	0.0817436414478044	0.423607471536365	0.514742565232885	98	96
ADAMTS10	0.191408743004974	0.0590213295700763	0.097567395263489	98	98
ADAMTS12	0.187083429857669	0.0650970660114581	0.106169376446581	98	98
ADAMTS13	-0.0874570922880661	0.391823585843607	0.483616755396993	98	98
ADAMTS14	-0.201007463442268	0.0471837680821889	0.0804180105024598	98	98
ADAMTS15	0.34965772793925	0.000416963619816563	0.00126994094557651	98	97
ADAMTS16	0.484800387565116	4.22277003669189e-07	2.71262110616599e-06	98	98
ADAMTS17	0.122634862250036	0.228978876716726	0.310120724536736	98	98
ADAMTS18	0.71249654180741	1.91330948557595e-16	1.4044551538503e-14	98	96
ADAMTS19	0.112481287870106	0.270146714280923	0.356419081332333	98	47
ADAMTS1	0.496840502952725	1.95494510024902e-07	1.37229498447482e-06	98	98
ADAMTS20	-0.0370122566211818	0.717482431382729	0.782915103427989	98	30
ADAMTS2	0.527023907466315	2.47666486294125e-08	2.19168751215455e-07	98	98
ADAMTS3	0.450507558914197	3.24440940187008e-06	1.68935121857736e-05	98	97
ADAMTS4	0.29138302161507	0.00360295474571874	0.00854687848721152	98	98
ADAMTS5	0.363135001932403	0.00023783867388297	0.000772906677073839	98	98
ADAMTS6	0.032548234522296	0.7503626319895	0.810443776591501	98	98
ADAMTS7	0.109027651937404	0.285222950898285	0.372672307643699	98	98
ADAMTS8	0.449669289907331	3.4009644197209e-06	1.76430655537612e-05	98	98
ADAMTS9	0.22156092197804	0.028341555778576	0.05182554130475	98	98
ADAMTSL1	0.579748476194918	3.96956011622531e-10	5.57701854608601e-09	98	98
ADAMTSL2	0.564526641090254	1.41095263390582e-09	1.71134877614632e-08	98	98
ADAMTSL3	0.747137446400737	1.00690552061709e-18	1.45105450724812e-16	98	98
ADAMTSL4	-0.0968302647729724	0.342873489166788	0.433910861637495	98	98
ADAMTSL5	-0.66158369103561	1.20863567611918e-13	4.41941242840667e-12	98	97
ADAP1	-0.68034202370123	1.30598949038246e-14	6.21264272378781e-13	98	98
ADAP2	0.505566921400605	1.09793844020637e-07	8.22572457553694e-07	98	98
ADARB1	0.560086954309737	2.01814907418008e-09	2.34651086187918e-08	98	98
ADARB2	0.217284929288778	0.0316217379781191	0.056973197520974	98	94
ADAR	0.116768547155087	0.252192533010147	0.336422641877611	98	98
ADAT1	0.328194486638377	0.000969758084779651	0.00267807365134513	98	98
ADAT2	-0.225441553678084	0.025619016853	0.0475501866069247	98	98
ADAT3	-0.461831417614855	1.69543293344188e-06	9.45611555564241e-06	98	98
ADA	-0.0607077759366932	0.552636836705524	0.639056754994435	98	98
ADCK1	0.0439975122068501	0.667069684224726	0.740669659884303	98	98
ADCK2	-0.0437515165707711	0.668821715813007	0.742003668528197	98	98
ADCK4	-0.119129964727017	0.242661137554032	0.325725336272958	98	98
ADCK5	-0.541735451972156	8.39163994236842e-09	8.27718929192142e-08	98	98
ADCY10	0.149200838116224	0.142571273418485	0.207473595762466	98	82
ADCY1	0.751348860475466	5.02003032640162e-19	7.93448180380204e-17	98	98
ADCY2	0.68371304882469	8.60311984444847e-15	4.25789257149863e-13	98	98
ADCY3	0.57584487695168	5.52939790132143e-10	7.49970030920406e-09	98	98
ADCY4	0.27788286784431	0.00559891737223336	0.012592745189167	98	98
ADCY5	0.365905185135144	0.000211262467218164	0.000695346560514698	98	98
ADCY6	-0.120804220914502	0.236056264225006	0.31816702582669	98	98
ADCY7	0.442442010509629	5.07954908391911e-06	2.51653393568581e-05	98	98
ADCY8	0.208282630584395	0.0395837317372157	0.0690952581330327	98	45
ADCY9	0.346423687962311	0.000475352530786363	0.00142474908256338	98	98
ADCYAP1R1	0.404722868489832	3.57362012351438e-05	0.000142646396742889	98	74
ADCYAP1	0.471428120193458	9.60250275384456e-07	5.70301368098786e-06	98	97
ADC	0.535053544630593	1.38074573363683e-08	1.29603618934618e-07	98	98
ADD1	0.650326527155419	4.26433664263756e-13	1.29576331564424e-11	98	98
ADD2	0.477349299968753	6.70293272977215e-07	4.12515489109724e-06	98	98
ADD3	0.0668445414785373	0.513131869097701	0.602929946189799	98	98
ADH1A	0.284055338956053	0.00458887460573729	0.0105758882170561	98	93
ADH1B	0.502973696029863	1.30546755963199e-07	9.60790788630391e-07	98	97
ADH1C	-0.0840501864084856	0.410601252337985	0.501706605023202	98	98
ADH4	0.0738520138225932	0.46986115684868	0.560931279349289	98	88
ADH5	0.221927749183213	0.028074113221804	0.0514276609995455	98	98
ADH6	0.0660436471553934	0.518204172555253	0.607505896513363	98	98
ADH7	0.00391491875492815	0.969481498511446	0.978417502025017	98	19
ADHFE1	0.349819015116291	0.000414232013626146	0.00126275511611627	98	98
ADI1	-0.245661985544609	0.0147600132472601	0.0293865806209926	98	98
ADIG	-0.0909749070975879	0.372983010046955	0.464132953264144	98	5
ADIPOQ	0.515207227608151	5.69547137388233e-08	4.61453259432492e-07	98	72
ADIPOR1	-0.437108310926869	6.79002282375767e-06	3.25452818104247e-05	98	98
ADIPOR2	-0.223582251196372	0.0268943150551383	0.0495862352554708	98	98
ADK	-0.170868595095459	0.092529114843405	0.144086931655482	98	98
ADM2	-0.500213368044907	1.56717633516706e-07	1.12881620701725e-06	98	98
ADM	-0.388829965724451	7.59895063103589e-05	0.000280844490698986	98	98
ADNP2	0.248373476988791	0.0136632420397387	0.0274736719746424	98	98
ADNP	0.325257749558304	0.00108344410983735	0.0029578522229701	98	98
ADORA1	0.0713031081815763	0.485366778682814	0.575620446290964	98	98
ADORA2A	0.657324639850492	1.95970423910456e-13	6.70300931626706e-12	98	98
ADORA2B	-0.486361456990115	3.82781802316065e-07	2.48168724564756e-06	98	98
ADORA3	0.409833040884383	2.78083395740814e-05	0.00011445099691567	98	98
ADO	0.132602951693461	0.193047789383209	0.26864126839829	98	98
ADPGK	-0.106466009776439	0.296760379334893	0.385077242755863	98	98
ADPRHL1	-0.403755309928952	3.7457151190678e-05	0.000148728263003666	98	98
ADPRHL2	-0.23341587805748	0.0207170772631725	0.0395937588767351	98	98
ADPRH	0.438893720429001	6.16474305639023e-06	2.98549046607838e-05	98	98
ADRA1A	0.248682062793767	0.0135430307521268	0.02726832337281	98	80
ADRA1B	0.0204424932072481	0.841641153603472	0.880925232014656	98	98
ADRA1D	0.202689170772328	0.0453274213007295	0.0776413328153294	98	96
ADRA2A	0.116175875739409	0.254624518882383	0.339228192888031	98	98
ADRA2B	0.0270348099637962	0.791590832147566	0.843219127086263	98	98
ADRA2C	0.11876997282179	0.244097836532644	0.327407165220592	98	98
ADRB1	0.0243064558214872	0.812215079370523	0.858469683469928	98	98
ADRB2	0.425625912051469	1.2476963777549e-05	5.575376495125e-05	98	98
ADRB3	0.379246691023096	0.000117596999700668	0.000413562461355353	98	92
ADRBK1	-0.590357860673508	1.57690071191458e-10	2.41450601975108e-09	98	98
ADRBK2	0.640384934286606	1.24361730003417e-12	3.27163160582143e-11	98	98
ADRM1	-0.519077905511442	4.35086733669636e-08	3.61477952233624e-07	98	98
ADSL	0.14979962249423	0.140957549515112	0.205491446961222	98	98
ADSSL1	0.134786514765446	0.185753735441006	0.259745109939232	98	98
ADSS	-0.384144331777369	9.42341441359049e-05	0.000339066456934019	98	98
AEBP1	0.0970391577496785	0.341828371435651	0.432783866393237	98	98
AEBP2	0.247592675511736	0.0139715590506823	0.0279845258900688	98	98
AEN	-0.0863048482455057	0.398116174007512	0.48970901203123	98	98
AES	-0.217763654812038	0.0312392549171682	0.0564033309186163	98	98
AFAP1L1	0.587287337974952	2.06695999597196e-10	3.10424129969766e-09	98	98
AFAP1L2	-0.169924522823554	0.0943720964789538	0.146549300284527	98	98
AFAP1	-0.133134164064148	0.191254531623861	0.266486390252812	98	98
AFARP1	-0.260791559694118	0.0094969607626802	0.0199797052369868	98	92
AFF1	0.399909069104663	4.50933773339806e-05	0.000175842638752226	98	98
AFF2	0.572318293614462	7.43185576915881e-10	9.74293921202297e-09	98	98
AFF3	0.588252512846621	1.89898433798684e-10	2.87177423149722e-09	98	98
AFF4	0.383609579731151	9.65571879160079e-05	0.000346597861898505	98	98
AFG3L1	0.0405856061237794	0.691525626982259	0.760660162613894	98	98
AFG3L2	-0.188451427295445	0.0631228575560834	0.103362426705796	98	98
AFMID	-0.490305832722492	2.98022892955059e-07	1.99213870362422e-06	98	98
AFM	0.138094531608885	0.175088806489189	0.247444874414596	98	49
AFP	-0.183466954065115	0.07055840255409	0.113873034556786	98	53
AFTPH	-0.0498966493518068	0.625607896670758	0.704267040025857	98	98
AG2	0.149556634672148	0.141610727370708	0.206305556064707	98	98
AGAP11	0.239523079059382	0.0175288699771398	0.0341703125802629	98	98
AGAP1	0.0161260849321252	0.874770386772365	0.906403637872143	98	98
AGAP2	0.29089154746252	0.00366259959462746	0.00865902164717775	98	98
